"playerID","nameFirst","nameLast","nameFull","teamID","teamName","salary","salary_mil"
"paulxa01","Xavier","Paul","Xavier Paul","CIN","Cincinnati Reds",505000,0.505
"peacobr01","Brad","Peacock","Brad Peacock","HOU","Houston Astros",490000,0.49
"peavyja01","Jake","Peavy","Jake Peavy","CHA","Chicago Cubs",16157271,16.157271
"pedrodu01","Dustin","Pedroia","Dustin Pedroia","BOS","Boston Red Sox",10250000,10.25
"peguefr01","Francisco","Peguero","Francisco Peguero","SFN","San Francisco Giants",490500,0.4905
"pelfrmi01","Mike","Pelfrey","Mike Pelfrey","MIN","Minnesota Twins",4000000,4
"penabr01","Brayan","Pena","Brayan Pena","DET","Detroit Tigers",875000,0.875
"penaca01","Carlos","Pena","Carlos Pena","HOU","Houston Astros",2900000,2.9
"penara02","Ramiro","Pena","Ramiro Pena","ATL","Atlanta Braves",550000,0.55
"pencehu01","Hunter","Pence","Hunter Pence","SFN","San Francisco Giants",13800000,13.8
"pennicl01","Cliff","Pennington","Cliff Pennington","ARI","Arizona Diamondbacks",1750000,1.75
"peraljh01","Jhonny","Peralta","Jhonny Peralta","DET","Detroit Tigers",6000000,6
"peraljo01","Joel","Peralta","Joel Peralta","TBA","Tampa Bay Rays",3000000,3
"peralwi01","Wily","Peralta","Wily Peralta","MIL","Milwaukee Brewers",490000,0.49
"perezch01","Chris","Perez","Chris Perez","CLE","Cleveland Indians",7300000,7.3
"perezlu01","Luis","Perez","Luis Perez","TOR","Toronto Blue Jays",500000,0.5
"perezma02","Martin","Perez","Martin Perez","TEX","Texas Rangers",492000,0.492
"perezol01","Oliver","Perez","Oliver Perez","SEA","Seattle Mariners",1500000,1.5
"perezsa02","Salvador","Perez","Salvador Perez","KCA","Kansas City Royals",1000000,1
"perkigl01","Glen","Perkins","Glen Perkins","MIN","Minnesota Twins",2500000,2.5
"pestavi01","Vinnie","Pestano","Vinnie Pestano","CLE","Cleveland Indians",501900,0.5019
"pettian01","Andy","Pettitte","Andy Pettitte","NYA","New York Yankees",12000000,12
"phelpda01","David","Phelps","David Phelps","NYA","New York Yankees",512425,0.512425
"phillbr01","Brandon","Phillips","Brandon Phillips","CIN","Cincinnati Reds",10083333,10.083333
"pierrju01","Juan","Pierre","Juan Pierre","MIA","Miami Marlins",1600000,1.6
"pierzaj01","A. J.","Pierzynski","A. J. Pierzynski","TEX","Texas Rangers",7500000,7.5
"pillbr01","Brett","Pill","Brett Pill","SFN","San Francisco Giants",494000,0.494
"plouftr01","Trevor","Plouffe","Trevor Plouffe","MIN","Minnesota Twins",520000,0.52
"polanpl01","Placido","Polanco","Placido Polanco","MIA","Miami Marlins",2750000,2.75
"polloaj01","A. J.","Pollock","A. J. Pollock","ARI","Arizona Diamondbacks",491000,0.491
"porceri01","Rick","Porcello","Rick Porcello","DET","Detroit Tigers",5100000,5.1
"poseybu01","Buster","Posey","Buster Posey","SFN","San Francisco Giants",8000000,8
"pradoma01","Martin","Prado","Martin Prado","ARI","Arizona Diamondbacks",7000000,7
"pressry01","Ryan","Pressly","Ryan Pressly","MIN","Minnesota Twins",490000,0.49
"priceda01","David","Price","David Price","TBA","Tampa Bay Rays",9831954,9.831954
"profaju01","Jurickson","Profar","Jurickson Profar","TEX","Texas Rangers",491000,0.491
"pryorst01","Stephen","Pryor","Stephen Pryor","SEA","Seattle Mariners",492200,0.4922
"puigya01","Yasiel","Puig","Yasiel Puig","LAN","Los Angeles Dodgers",2000000,2
"pujolal01","Albert","Pujols","Albert Pujols","LAA","Los Angeles Angels of Anaheim",16000000,16
"puntoni01","Nick","Punto","Nick Punto","LAN","Los Angeles Dodgers",1500000,1.5
"putzjj01","J. J.","Putz","J. J. Putz","ARI","Arizona Diamondbacks",6500000,6.5
"quentca01","Carlos","Quentin","Carlos Quentin","SDN","San Diego Padres",9500000,9.5
"quintjo01","Jose","Quintana","Jose Quintana","CHA","Chicago Cubs",500000,0.5
"ramiral03","Alexei","Ramirez","Alexei Ramirez","CHA","Chicago Cubs",7000000,7
"ramirar01","Aramis","Ramirez","Aramis Ramirez","MIL","Milwaukee Brewers",10000000,10
"ramirha01","Hanley","Ramirez","Hanley Ramirez","LAN","Los Angeles Dodgers",15500000,15.5
"ramosaj01","A. J.","Ramos","A. J. Ramos","MIA","Miami Marlins",490000,0.49
"ramosce01","Cesar","Ramos","Cesar Ramos","TBA","Tampa Bay Rays",501300,0.5013
"ramoswi01","Wilson","Ramos","Wilson Ramos","WAS","Washington Nationals",501250,0.50125
"rapadcl01","Clay","Rapada","Clay Rapada","NYA","New York Yankees",553625,0.553625
"rasmuco01","Colby","Rasmus","Colby Rasmus","TOR","Toronto Blue Jays",4675000,4.675
"rauchjo01","Jon","Rauch","Jon Rauch","MIA","Miami Marlins",1000000,1
"reckean01","Anthony","Recker","Anthony Recker","NYN","New York Mets",490840,0.49084
"reddijo01","Josh","Reddick","Josh Reddick","OAK","Oakland Athletics",510000,0.51
"reedad01","Addison","Reed","Addison Reed","CHA","Chicago Cubs",520000,0.52
"reimono01","Nolan","Reimold","Nolan Reimold","BAL","Baltimore Orioles",1000000,1
"resopch01","Chris","Resop","Chris Resop","OAK","Oakland Athletics",1350000,1.35
"reverbe01","Ben","Revere","Ben Revere","PHI","Philadelphia Phillies",515000,0.515
"reyesjo01","Jose","Reyes","Jose Reyes","TOR","Toronto Blue Jays",10000000,10
"reynoma01","Mark","Reynolds","Mark Reynolds","CLE","Cleveland Indians",6000000,6
"reynoma02","Matt","Reynolds","Matt Reynolds","ARI","Arizona Diamondbacks",505500,0.5055
"ricesc01","Scott","Rice","Scott Rice","NYN","New York Mets",490000,0.49
"richacl01","Clayton","Richard","Clayton Richard","SDN","San Diego Padres",5240000,5.24
"richaga01","Garrett","Richards","Garrett Richards","LAA","Los Angeles Angels of Anaheim",495000,0.495
"riosal01","Alex","Rios","Alex Rios","CHA","Chicago Cubs",13000000,13
"riverma01","Mariano","Rivera","Mariano Rivera","NYA","New York Yankees",10000000,10
"rizzoan01","Anthony","Rizzo","Anthony Rizzo","CHN","Chicago White Sox",498000,0.498
"roberbr01","Brian","Roberts","Brian Roberts","BAL","Baltimore Orioles",10000000,10
"roberda08","David","Robertson","David Robertson","NYA","New York Yankees",3100000,3.1
"roberry01","Ryan","Roberts","Ryan Roberts","TBA","Tampa Bay Rays",2950000,2.95
"roberty01","Tyler","Robertson","Tyler Robertson","MIN","Minnesota Twins",495000,0.495
"robinsh01","Shane","Robinson","Shane Robinson","SLN","St. Louis Cardinals",498000,0.498
"rodnefe01","Fernando","Rodney","Fernando Rodney","TBA","Tampa Bay Rays",2500000,2.5
"rodrial01","Alex","Rodriguez","Alex Rodriguez","NYA","New York Yankees",29000000,29
"rodrihe03","Henry","Rodriguez","Henry Rodriguez","WAS","Washington Nationals",501000,0.501
"rodrise01","Sean","Rodriguez","Sean Rodriguez","TBA","Tampa Bay Rays",1000000,1
"rodrist02","Paco","Rodriguez","Paco Rodriguez","LAN","Los Angeles Dodgers",491500,0.4915
"rodriwa01","Wandy","Rodriguez","Wandy Rodriguez","PIT","Pittsburgh Pirates",13500000,13.5
"roenijo01","Josh","Roenicke","Josh Roenicke","MIN","Minnesota Twins",505000,0.505
"rogeres01","Esmil","Rogers","Esmil Rogers","TOR","Toronto Blue Jays",509000,0.509
"rolliji01","Jimmy","Rollins","Jimmy Rollins","PHI","Philadelphia Phillies",11000000,11
"romerri01","Ricky","Romero","Ricky Romero","TOR","Toronto Blue Jays",7500000,7.5
"rominan01","Andrew","Romine","Andrew Romine","LAA","Los Angeles Angels of Anaheim",492000,0.492
"romose01","Sergio","Romo","Sergio Romo","SFN","San Francisco Giants",3500000,3.5
"rondohe01","Hector","Rondon","Hector Rondon","CHN","Chicago White Sox",490000,0.49
"rosalad01","Adam","Rosales","Adam Rosales","OAK","Oakland Athletics",700000,0.7
"rosarwi01","Wilin","Rosario","Wilin Rosario","COL","Colorado Rockies",491000,0.491
"rosentr01","Trevor","Rosenthal","Trevor Rosenthal","SLN","St. Louis Cardinals",490000,0.49
"rossco01","Cody","Ross","Cody Ross","ARI","Arizona Diamondbacks",6000000,6
"rossda01","David","Ross","David Ross","BOS","Boston Red Sox",3100000,3.1
"rossro01","Robbie","Ross","Robbie Ross","TEX","Texas Rangers",497400,0.4974
"rossty01","Tyson","Ross","Tyson Ross","SDN","San Diego Padres",500500,0.5005
"ruggiju01","Justin","Ruggiano","Justin Ruggiano","MIA","Miami Marlins",494500,0.4945
"ruizca01","Carlos","Ruiz","Carlos Ruiz","PHI","Philadelphia Phillies",5000000,5
"russeja02","James","Russell","James Russell","CHN","Chicago White Sox",1075000,1.075
"rutlejo01","Josh","Rutledge","Josh Rutledge","COL","Colorado Rockies",490000,0.49
"ryanbr01","Brendan","Ryan","Brendan Ryan","SEA","Seattle Mariners",3250000,3.25
"ryuhy01","Hyun-jin","Ryu","Hyun-jin Ryu","LAN","Los Angeles Dodgers",3333333,3.333333
"rzepcma01","Marc","Rzepczynski","Marc Rzepczynski","SLN","St. Louis Cardinals",1100000,1.1
"sabatcc01","CC","Sabathia","CC Sabathia","NYA","New York Yankees",24285714,24.285714
"salasfe01","Fernando","Salas","Fernando Salas","SLN","St. Louis Cardinals",512000,0.512
"salech01","Chris","Sale","Chris Sale","CHA","Chicago Cubs",850000,0.85
"saltaja01","Jarrod","Saltalamacchia","Jarrod Saltalamacchia","BOS","Boston Red Sox",4500000,4.5
"samarje01","Jeff","Samardzija","Jeff Samardzija","CHN","Chicago White Sox",2640000,2.64
"sanchan01","Anibal","Sanchez","Anibal Sanchez","DET","Detroit Tigers",8800000,8.8
"sanchan02","Angel","Sanchez","Angel Sanchez","CHA","Chicago Cubs",505000,0.505
"sanchga01","Gaby","Sanchez","Gaby Sanchez","PIT","Pittsburgh Pirates",1750000,1.75
"sanchhe01","Hector","Sanchez","Hector Sanchez","SFN","San Francisco Giants",502500,0.5025
"sanchjo01","Jonathan","Sanchez","Jonathan Sanchez","PIT","Pittsburgh Pirates",1375000,1.375
"sandopa01","Pablo","Sandoval","Pablo Sandoval","SFN","San Francisco Giants",5700000,5.7
"santaca01","Carlos","Santana","Carlos Santana","CLE","Cleveland Indians",750000,0.75
"santaer01","Ervin","Santana","Ervin Santana","KCA","Kansas City Royals",13000000,13
"santihe01","Hector","Santiago","Hector Santiago","CHA","Chicago Cubs",505000,0.505
"santira01","Ramon","Santiago","Ramon Santiago","DET","Detroit Tigers",2100000,2.1
"santose01","Sergio","Santos","Sergio Santos","TOR","Toronto Blue Jays",2750000,2.75
"sappeda01","Dave","Sappelt","Dave Sappelt","CHN","Chicago White Sox",492000,0.492
"saundjo01","Joe","Saunders","Joe Saunders","SEA","Seattle Mariners",6000000,6
"saundmi01","Michael","Saunders","Michael Saunders","SEA","Seattle Mariners",512600,0.5126
"schafjo02","Jordan","Schafer","Jordan Schafer","ATL","Atlanta Braves",512500,0.5125
"schaflo01","Logan","Schafer","Logan Schafer","MIL","Milwaukee Brewers",490000,0.49
"schepta01","Tanner","Scheppers","Tanner Scheppers","TEX","Texas Rangers",493600,0.4936
"scherma01","Max","Scherzer","Max Scherzer","DET","Detroit Tigers",6725000,6.725
"schiena01","Nate","Schierholtz","Nate Schierholtz","CHN","Chicago White Sox",2250000,2.25
"schumsk01","Skip","Schumaker","Skip Schumaker","LAN","Los Angeles Dodgers",1500000,1.5
"scottlu01","Luke","Scott","Luke Scott","TBA","Tampa Bay Rays",2750000,2.75
"scribev01","Evan","Scribner","Evan Scribner","OAK","Oakland Athletics",495000,0.495
"scutama01","Marco","Scutaro","Marco Scutaro","SFN","San Francisco Giants",6666667,6.666667
"seageky01","Kyle","Seager","Kyle Seager","SEA","Seattle Mariners",510400,0.5104
"segurje01","Jean","Segura","Jean Segura","MIL","Milwaukee Brewers",492000,0.492
"semiema01","Marcus","Semien","Marcus Semien","CHA","Chicago Cubs",493000,0.493
"shawbr01","Bryan","Shaw","Bryan Shaw","CLE","Cleveland Indians",501700,0.5017
"shielja02","James","Shields","James Shields","KCA","Kansas City Royals",11000000,11
"shoppke01","Kelly","Shoppach","Kelly Shoppach","SEA","Seattle Mariners",1500000,1.5
"simmoan01","Andrelton","Simmons","Andrelton Simmons","ATL","Atlanta Braves",491250,0.49125
"simonal01","Alfredo","Simon","Alfredo Simon","CIN","Cincinnati Reds",890000,0.89
"sippto01","Tony","Sipp","Tony Sipp","ARI","Arizona Diamondbacks",1275000,1.275
"sizemsc01","Scott","Sizemore","Scott Sizemore","OAK","Oakland Athletics",500000,0.5
"skipwky01","Kyle","Skipworth","Kyle Skipworth","MIA","Miami Marlins",490000,0.49
"smithjo05","Joe","Smith","Joe Smith","CLE","Cleveland Indians",3150000,3.15
"smithse01","Seth","Smith","Seth Smith","OAK","Oakland Athletics",3675000,3.675
"smoakju01","Justin","Smoak","Justin Smoak","SEA","Seattle Mariners",514000,0.514
"smylydr01","Drew","Smyly","Drew Smyly","DET","Detroit Tigers",498000,0.498
"snidetr01","Travis","Snider","Travis Snider","PIT","Pittsburgh Pirates",505000,0.505
"sogarer01","Eric","Sogard","Eric Sogard","OAK","Oakland Athletics",495000,0.495
"solando01","Donovan","Solano","Donovan Solano","MIA","Miami Marlins",491500,0.4915
"soriaal01","Alfonso","Soriano","Alfonso Soriano","CHN","Chicago White Sox",19000000,19
"soriajo01","Joakim","Soria","Joakim Soria","TEX","Texas Rangers",2000000,2
"soriara01","Rafael","Soriano","Rafael Soriano","WAS","Washington Nationals",11742091,11.742091
"sotoge01","Geovany","Soto","Geovany Soto","TEX","Texas Rangers",2750000,2.75
"spande01","Denard","Span","Denard Span","WAS","Washington Nationals",4750000,4.75
"stammcr01","Craig","Stammen","Craig Stammen","WAS","Washington Nationals",875000,0.875
"stantmi03","Giancarlo","Stanton","Giancarlo Stanton","MIA","Miami Marlins",537000,0.537
"stewach01","Chris","Stewart","Chris Stewart","NYA","New York Yankees",515100,0.5151
"storedr01","Drew","Storen","Drew Storen","WAS","Washington Nationals",2500000,2.5
"straida01","Dan","Straily","Dan Straily","OAK","Oakland Athletics",492500,0.4925
"strasst01","Stephen","Strasburg","Stephen Strasburg","WAS","Washington Nationals",3900000,3.9
"streehu01","Huston","Street","Huston Street","SDN","San Diego Padres",7000000,7
"stroppe01","Pedro","Strop","Pedro Strop","BAL","Baltimore Orioles",502500,0.5025
"stubbdr01","Drew","Stubbs","Drew Stubbs","CLE","Cleveland Indians",2825000,2.825
"stulter01","Eric","Stults","Eric Stults","SDN","San Diego Padres",507600,0.5076
"stutemi01","Michael","Stutes","Michael Stutes","PHI","Philadelphia Phillies",492500,0.4925
"surkaer01","Eric","Surkamp","Eric Surkamp","SFN","San Francisco Giants",490500,0.4905
"suzukic01","Ichiro","Suzuki","Ichiro Suzuki","NYA","New York Yankees",6500000,6.5
"suzukku01","Kurt","Suzuki","Kurt Suzuki","WAS","Washington Nationals",6487500,6.4875
"swarzan01","Anthony","Swarzak","Anthony Swarzak","MIN","Minnesota Twins",502500,0.5025
"swishni01","Nick","Swisher","Nick Swisher","CLE","Cleveland Indians",11000000,11
"tabatjo01","Jose","Tabata","Jose Tabata","PIT","Pittsburgh Pirates",916667,0.916667
"tazawju01","Junichi","Tazawa","Junichi Tazawa","BOS","Boston Red Sox",815000,0.815
"teagata01","Taylor","Teagarden","Taylor Teagarden","BAL","Baltimore Orioles",650000,0.65
"teherju01","Julio","Teheran","Julio Teheran","ATL","Atlanta Braves",490000,0.49
"teixema01","Mark","Teixeira","Mark Teixeira","NYA","New York Yankees",23125000,23.125
"tejadmi01","Miguel","Tejada","Miguel Tejada","KCA","Kansas City Royals",1100000,1.1
"tejadru01","Ruben","Tejada","Ruben Tejada","NYN","New York Mets",514701,0.514701
"thatcjo01","Joe","Thatcher","Joe Thatcher","SDN","San Diego Padres",1350000,1.35
"thayeda01","Dale","Thayer","Dale Thayer","SDN","San Diego Padres",498900,0.4989
"tholejo01","Josh","Thole","Josh Thole","TOR","Toronto Blue Jays",1250000,1.25
"thornma01","Matt","Thornton","Matt Thornton","CHA","Chicago Cubs",5500000,5.5
"tillmch01","Chris","Tillman","Chris Tillman","BAL","Baltimore Orioles",508500,0.5085
"tomlijo01","Josh","Tomlin","Josh Tomlin","CLE","Cleveland Indians",501800,0.5018
"torreal01","Alex","Torres","Alex Torres","TBA","Tampa Bay Rays",496500,0.4965
"torrean02","Andres","Torres","Andres Torres","SFN","San Francisco Giants",1500000,1.5
"tracych01","Chad","Tracy","Chad Tracy","WAS","Washington Nationals",1000000,1
"troutmi01","Mike","Trout","Mike Trout","LAA","Los Angeles Angels of Anaheim",510000,0.51
"trumbma01","Mark","Trumbo","Mark Trumbo","LAA","Los Angeles Angels of Anaheim",540000,0.54
"tulowtr01","Troy","Tulowitzki","Troy Tulowitzki","COL","Colorado Rockies",10000000,10
"turneja01","Jacob","Turner","Jacob Turner","MIA","Miami Marlins",2150000,2.15
"turneju01","Justin","Turner","Justin Turner","NYN","New York Mets",504547,0.504547
"ueharko01","Koji","Uehara","Koji Uehara","BOS","Boston Red Sox",4250000,4.25
"ugglada01","Dan","Uggla","Dan Uggla","ATL","Atlanta Braves",13146942,13.146942
"uptonbj01","B. J.","Upton","B. J. Upton","ATL","Atlanta Braves",13050000,13.05
"uptonju01","Justin","Upton","Justin Upton","ATL","Atlanta Braves",9958333,9.958333
"uribeju01","Juan","Uribe","Juan Uribe","LAN","Los Angeles Dodgers",7295911,7.295911
"utleych01","Chase","Utley","Chase Utley","PHI","Philadelphia Phillies",15285714,15.285714
"valbulu01","Luis","Valbuena","Luis Valbuena","CHN","Chicago White Sox",930000,0.93
"valdejo02","Jordany","Valdespin","Jordany Valdespin","NYN","New York Mets",496645,0.496645
"valdera02","Raul","Valdes","Raul Valdes","PHI","Philadelphia Phillies",505000,0.505
"vargaja01","Jason","Vargas","Jason Vargas","LAA","Los Angeles Angels of Anaheim",8500000,8.5
"varvaan01","Anthony","Varvaro","Anthony Varvaro","ATL","Atlanta Braves",490000,0.49
"vealdo01","Donnie","Veal","Donnie Veal","CHA","Chicago Cubs",497500,0.4975
"venabwi01","Will","Venable","Will Venable","SDN","San Diego Padres",2675000,2.675
"verasjo01","Jose","Veras","Jose Veras","HOU","Houston Astros",1850000,1.85
"verlaju01","Justin","Verlander","Justin Verlander","DET","Detroit Tigers",20100000,20.1
"vicieda01","Dayan","Viciedo","Dayan Viciedo","CHA","Chicago Cubs",2800000,2.8
"victosh01","Shane","Victorino","Shane Victorino","BOS","Boston Red Sox",13000000,13
"villabr02","Brayan","Villarreal","Brayan Villarreal","DET","Detroit Tigers",502500,0.5025
"villaca01","Carlos","Villanueva","Carlos Villanueva","CHN","Chicago White Sox",5000000,5
"vogelry01","Ryan","Vogelsong","Ryan Vogelsong","SFN","San Francisco Giants",5000000,5
"volqued01","Edinson","Volquez","Edinson Volquez","SDN","San Diego Padres",5725000,5.725
"vottojo01","Joey","Votto","Joey Votto","CIN","Cincinnati Reds",18910655,18.910655
"wainwad01","Adam","Wainwright","Adam Wainwright","SLN","St. Louis Cardinals",12000000,12
"waldejo01","Jordan","Walden","Jordan Walden","ATL","Atlanta Braves",541500,0.5415
"walkene01","Neil","Walker","Neil Walker","PIT","Pittsburgh Pirates",3300000,3.3
"wallabr01","Brett","Wallace","Brett Wallace","HOU","Houston Astros",495000,0.495
"walljo02","Josh","Wall","Josh Wall","LAN","Los Angeles Dodgers",490500,0.4905
"watsoto01","Tony","Watson","Tony Watson","PIT","Pittsburgh Pirates",505500,0.5055
"weaveje02","Jered","Weaver","Jered Weaver","LAA","Los Angeles Angels of Anaheim",16200000,16.2
"webbry01","Ryan","Webb","Ryan Webb","MIA","Miami Marlins",975000,0.975
"weeksri01","Rickie","Weeks","Rickie Weeks","MIL","Milwaukee Brewers",11000000,11
"wellsca01","Casper","Wells","Casper Wells","SEA","Seattle Mariners",505400,0.5054
"wellsve01","Vernon","Wells","Vernon Wells","NYA","New York Yankees",24642857,24.642857
"werthja01","Jayson","Werth","Jayson Werth","WAS","Washington Nationals",16571429,16.571429
"westbja01","Jake","Westbrook","Jake Westbrook","SLN","St. Louis Cardinals",8750000,8.75
"wietema01","Matt","Wieters","Matt Wieters","BAL","Baltimore Orioles",5500000,5.5
"wiggity01","Ty","Wigginton","Ty Wigginton","SLN","St. Louis Cardinals",2500000,2.5
"wilheto01","Tom","Wilhelmsen","Tom Wilhelmsen","SEA","Seattle Mariners",509100,0.5091
"willije01","Jeff","Williams","Jeff Williams","LAA","Los Angeles Angels of Anaheim",2000000,2
"willijo03","Josh","Willingham","Josh Willingham","MIN","Minnesota Twins",7000000,7
"wilsocj01","C. J.","Wilson","C. J. Wilson","LAA","Los Angeles Angels of Anaheim",11500000,11.5
"wilsoju10","Justin","Wilson","Justin Wilson","PIT","Pittsburgh Pirates",493500,0.4935
"wisede01","Dewayne","Wise","Dewayne Wise","CHA","Chicago Cubs",700000,0.7
"woodbl01","Blake","Wood","Blake Wood","CLE","Cleveland Indians",560000,0.56
"woodtr01","Travis","Wood","Travis Wood","CHN","Chicago White Sox",527500,0.5275
"worleva01","Vance","Worley","Vance Worley","MIN","Minnesota Twins",525000,0.525
"wrighda03","David","Wright","David Wright","NYN","New York Mets",10192071,10.192071
"wrighwe01","Wesley","Wright","Wesley Wright","HOU","Houston Astros",1025000,1.025
"youklke01","Kevin","Youkilis","Kevin Youkilis","NYA","New York Yankees",12000000,12
"youngch04","Chris","Young","Chris Young","OAK","Oakland Athletics",8700000,8.7
"youngde03","Delmon","Young","Delmon Young","PHI","Philadelphia Phillies",750000,0.75
"younger03","Eric","Young","Eric Young","COL","Colorado Rockies",492000,0.492
"youngmi02","Michael","Young","Michael Young","PHI","Philadelphia Phillies",18374975,18.374975
"zieglbr01","Brad","Ziegler","Brad Ziegler","ARI","Arizona Diamondbacks",3150000,3.15
"zimmejo02","Jordan","Zimmermann","Jordan Zimmermann","WAS","Washington Nationals",5350000,5.35
"zimmery01","Ryan","Zimmerman","Ryan Zimmerman","WAS","Washington Nationals",14100000,14.1
"zitoba01","Barry","Zito","Barry Zito","SFN","San Francisco Giants",20000000,20
"zobribe01","Ben","Zobrist","Ben Zobrist","TBA","Tampa Bay Rays",5687300,5.6873
