iso3c,year,gdp_percap
CAF,1995.0,628.948701948237
CAF,2008.0,845.902610747596
CAF,2011.0,900.639784528143
CAF,1999.0,669.345251677186
CAF,2007.0,828.077811491423
CAF,1998.0,649.918590034946
CAF,2013.0,590.806980553098
CAF,2012.0,936.638871114874
CAF,1996.0,600.18112535947
CAF,1997.0,627.968095837616
CAF,2009.0,850.778049173403
CAF,1991.0,604.530024348054
CAF,2015.0,618.752858612893
CAF,2010.0,870.739337462969
CAF,2014.0,595.795888331801
COG,2010.0,5482.1113761029
COG,2008.0,4879.03855569495
COG,2011.0,5632.43587545625
COG,2012.0,5803.08880013078
COG,1995.0,3436.54923197916
COG,1993.0,3535.98119101745
COG,2007.0,4675.45670602191
COG,1994.0,3324.43988682543
COG,2014.0,6307.90169054866
COG,1992.0,3580.0674048229
COG,1991.0,3501.37114093542
COG,2013.0,5949.58527694585
COG,1996.0,3552.01403353295
COG,2009.0,5125.45061355392
COG,1998.0,3564.54055600701
COG,2005.0,4482.45359136926
COG,2002.0,3965.12327785305
COG,1997.0,3493.11394407345
COG,2004.0,4137.02194779133
COG,2006.0,4770.05789070539
COG,1999.0,3433.82336947347
COG,2001.0,3819.67936564898
COG,2003.0,3985.66779654709
COG,1990.0,3397.58607120388
COG,2015.0,6381.08725708581
COG,2e3,3684.10008307332
CHE,1994.0,29254.1435922995
CHE,1997.0,31799.7453580297
CHE,1998.0,32877.5860461225
CHE,1992.0,28139.4114487796
CHE,2009.0,51632.6535918402
CHE,2007.0,49467.2205543878
CHE,2008.0,52317.5705429494
CHE,1999.0,33810.7709650979
CHE,2e3,35675.0945314876
CHE,2010.0,52935.8041360887
CHE,1993.0,28511.7833485596
CHE,1995.0,29808.0434431341
CHE,2002.0,37682.1394697989
CHE,2001.0,36862.1129358419
CHE,1996.0,30499.9284501683
CHE,2015.0,62557.4913137437
CHE,2006.0,44951.6286562227
CHE,2011.0,55918.732834321
CHE,1990.0,27523.764398118
CHE,2003.0,37611.5184239042
CHE,2004.0,39135.8266891789
CHE,2012.0,57590.7011831417
CHE,2014.0,61282.1098942725
CHE,1991.0,27829.4245956201
CHE,2005.0,40457.7308617197
CHE,2013.0,59842.2648641137
CIV,2004.0,2343.02927003931
CIV,1993.0,2021.61297493781
CIV,2005.0,2415.25043659545
CIV,1992.0,2047.10068503074
CIV,1995.0,2133.24881076207
CIV,1996.0,2269.52525368649
CIV,2006.0,2478.83822658579
CIV,2002.0,2319.37759662421
CIV,2001.0,2367.1340178254
CIV,2008.0,2598.68998591442
CIV,2009.0,2645.43063428038
CIV,2003.0,2292.62794366143
CIV,1994.0,2013.65177815409
CIV,2007.0,2538.1316769177
CIV,1998.0,2398.61358418274
CIV,1991.0,2077.38742866667
CIV,2015.0,3513.68472575677
CIV,2010.0,2671.13955296331
CIV,2014.0,3262.72656405722
CIV,2011.0,2546.90681230458
CIV,1997.0,2325.24033957364
CIV,1990.0,2081.51205529901
CIV,2013.0,3027.65463862825
CIV,2e3,2360.2061393654
CIV,1999.0,2411.94005759073
CIV,2012.0,2803.70093712871
CHL,2014.0,22909.7962509559
CHL,2010.0,18249.5407673687
CHL,2009.0,16226.1486790037
CHL,1994.0,6528.17764857212
CHL,2006.0,15637.6964386248
CHL,1998.0,8907.98353016633
CHL,1995.0,7338.52292692068
CHL,1993.0,6077.83718749445
CHL,1997.0,8599.41663129067
CHL,2015.0,23366.583911095
CHL,1996.0,7993.25248294952
CHL,2008.0,16437.5720869356
CHL,2007.0,16841.5600258445
CHL,1992.0,5579.52592917177
CHL,1990.0,4407.20447861333
CHL,2e3,9848.8983965929
CHL,2002.0,10535.5604132836
CHL,2011.0,20266.0360287537
CHL,2001.0,10249.826491738
CHL,2004.0,11991.2725338787
CHL,2012.0,21370.0993066438
CHL,2013.0,22543.9437393023
CHL,1991.0,4887.03339064342
CHL,2003.0,11133.5707278671
CHL,1999.0,8846.42962041601
CHL,2005.0,12964.8049395778
CMR,1993.0,1522.74274661194
CMR,1992.0,1662.50490502852
CMR,1991.0,1726.9019473478
CMR,2005.0,2256.1973583548
CMR,1994.0,1542.98112312131
CMR,1996.0,1657.89045668956
CMR,2009.0,2475.60567133384
CMR,2006.0,2339.80725928293
CMR,2004.0,2192.34974608017
CMR,2003.0,2111.16425178734
CMR,2002.0,2041.76012186486
CMR,2008.0,2472.46953256389
CMR,2007.0,2417.74892581232
CMR,1995.0,1595.12267659342
CMR,2010.0,2522.88180995012
CMR,2014.0,2986.97418770438
CMR,2015.0,3115.27881870257
CMR,1990.0,1789.25837349077
CMR,2001.0,1984.23793560505
CMR,2013.0,2840.32136806036
CMR,1997.0,1728.45853546805
CMR,1999.0,1836.00101347293
CMR,2e3,1905.37095871236
CMR,1998.0,1784.38881823159
CMR,2011.0,2614.49556147628
CMR,2012.0,2715.35411027364
CHN,2011.0,10384.367316917
CHN,1995.0,1869.46644952724
CHN,1998.0,2458.63083103441
CHN,1999.0,2664.48521542596
CHN,1997.0,2277.20700886889
CHN,2014.0,13439.9076421309
CHN,2007.0,6863.98222925066
CHN,2010.0,9333.12488219983
CHN,2e3,2933.31501967982
CHN,1996.0,2070.77175198216
CHN,2001.0,3226.84867956197
CHN,2006.0,5883.7197840162
CHN,2009.0,8374.43285013331
CHN,2002.0,3551.66389746997
CHN,2013.0,12367.965864317
CHN,2015.0,14450.174743548
CHN,2008.0,7635.07313882711
CHN,1993.0,1461.61044744351
CHN,1992.0,1268.27170757021
CHN,1994.0,1668.58075717199
CHN,2012.0,11351.0628425059
CHN,1990.0,986.568444389243
CHN,1991.0,1099.05230396832
CHN,2005.0,5092.56018929034
CHN,2004.0,4455.20532967429
CHN,2003.0,3961.27416682212
COL,1999.0,6256.81018104118
COL,1998.0,6528.90067301478
COL,2e3,6585.33397515009
COL,1990.0,4869.162130875
COL,2002.0,6927.32091932611
COL,1991.0,5050.71925173355
COL,2010.0,10680.0020763025
COL,2009.0,10260.2052170834
COL,2001.0,6750.68713876565
COL,2011.0,11496.5272523381
COL,2012.0,12058.461303685
COL,2013.0,12725.2098419121
COL,1997.0,6520.03700346587
COL,1996.0,6294.86516766295
COL,1993.0,5485.49926317622
COL,2008.0,10132.2394853533
COL,1992.0,5327.88535339145
COL,2003.0,7241.33194549199
COL,2004.0,7732.32056211839
COL,1994.0,5827.99664529434
COL,1995.0,6155.68836805799
COL,2006.0,8957.336622113
COL,2007.0,9710.90118299452
COL,2014.0,13394.0791967416
COL,2005.0,8248.35496067314
COL,2015.0,13829.0682346055
CRI,1996.0,6574.13182129861
CRI,2010.0,12737.039791113
CRI,2008.0,12329.9356544817
CRI,2009.0,12141.9403872381
CRI,1995.0,6533.19329153596
CRI,1999.0,7527.10771329171
CRI,2007.0,11714.2254376098
CRI,1994.0,6299.31801969626
CRI,2006.0,10697.4734773507
CRI,1992.0,5662.42872733916
CRI,2013.0,14493.1420407515
CRI,1998.0,7286.42271783729
CRI,2012.0,14133.609212421
CRI,1991.0,5200.57413176846
CRI,2001.0,8139.80603134276
CRI,1993.0,6052.79490173174
CRI,2005.0,9816.99657415617
CRI,2e3,7829.79900106808
CRI,2014.0,15028.14728205
CRI,1997.0,6893.93397172636
CRI,2011.0,13397.1926887083
CRI,2004.0,9289.50110084689
CRI,2015.0,15594.635822811
CRI,1990.0,5033.10156871434
CRI,2003.0,8793.38527989532
CRI,2002.0,8397.29427099661
CUB,2e3,8948.60269896304
CUB,2009.0,17443.3629479558
CUB,2008.0,17075.4913554672
CUB,1999.0,8287.85610590846
CUB,1998.0,7713.89912837385
CUB,2007.0,16093.6291378528
CUB,2012.0,19820.9769832893
CUB,2001.0,9414.41363729681
CUB,2013.0,20645.9085788548
CUB,2014.0,
CUB,2006.0,14626.5246452203
CUB,2015.0,
CUB,1997.0,7647.93540630684
CUB,2011.0,18924.7632701642
CUB,1995.0,6719.77994562436
CUB,1990.0,8851.15119725301
CUB,1994.0,6455.76848289514
CUB,2010.0,18061.0096420539
CUB,1991.0,8104.65252665829
CUB,2004.0,11066.0451525836
CUB,1996.0,7345.594523436
CUB,1993.0,6308.72824575408
CUB,2003.0,10205.7586035578
CUB,2002.0,9666.82918951948
CUB,2005.0,12678.6044781653
CUB,1992.0,7280.83171578759
CUW,1993.0,
CUW,2005.0,
CUW,1991.0,
CUW,2015.0,
CUW,1992.0,
CUW,2006.0,
CUW,2014.0,
CUW,2004.0,
CUW,1994.0,
CUW,1990.0,
CUW,1995.0,
CUW,2001.0,
CUW,2003.0,
CUW,1996.0,
CUW,2013.0,
CUW,2007.0,
CUW,2002.0,
CUW,1998.0,
CUW,2011.0,
CUW,2012.0,
CUW,2008.0,
CUW,1997.0,
CUW,2009.0,
CUW,2010.0,
CUW,2e3,
CUW,1999.0,
CYP,2002.0,23964.8158759534
CYP,1991.0,13360.0139488518
CYP,2005.0,28169.4128647839
CYP,2001.0,23297.3888591351
CYP,1990.0,13171.3085237057
CYP,1994.0,15519.2850065449
CYP,1999.0,19881.0749769923
CYP,2003.0,24300.6684617302
CYP,1998.0,18931.2310923049
CYP,2014.0,30482.6391988363
CYP,2011.0,33192.5229371652
CYP,2e3,21695.8210910375
CYP,2012.0,31877.6432844815
CYP,2013.0,30610.8822520421
CYP,1993.0,14649.1600353145
CYP,2008.0,34823.5839891649
CYP,1992.0,14556.562287538
CYP,1995.0,16875.8269798899
CYP,1997.0,17852.8839460034
CYP,2004.0,26092.0694847868
CYP,2007.0,32985.9203120738
CYP,2009.0,33922.8817506606
CYP,2010.0,33294.9185777513
CYP,1996.0,17104.259807868
CYP,2015.0,31768.7064039729
CYP,2006.0,30496.0420683441
CZE,1994.0,12615.869578809
CZE,2011.0,28797.4179611691
CZE,2015.0,33770.4759278573
CZE,2005.0,21909.5851740423
CZE,2003.0,19361.2136786517
CZE,2002.0,18141.6864571107
CZE,1993.0,12008.0920815522
CZE,2008.0,27784.1045712494
CZE,1990.0,12608.5103420969
CZE,2001.0,17556.2156951063
CZE,2013.0,30513.2697853483
CZE,1999.0,15289.1381559401
CZE,2e3,16132.3697481226
CZE,1995.0,13688.640800818
CZE,1991.0,11542.6462216148
CZE,1992.0,11733.9624314205
CZE,2007.0,26058.2004212576
CZE,2014.0,32386.2453117947
CZE,1998.0,14864.8657719323
CZE,2012.0,29047.2464395949
CZE,1997.0,14679.6540927968
CZE,2010.0,27659.2652379998
CZE,2004.0,20781.3434045185
CZE,2006.0,23751.7920408567
CZE,2009.0,27567.2024606827
CZE,1996.0,14538.3022393062
DEU,2005.0,31968.4674473589
DEU,1994.0,22756.7767947284
DEU,1993.0,21823.6976949635
DEU,1995.0,23565.7104390862
DEU,1992.0,21664.2588599271
DEU,2002.0,29326.9120734283
DEU,2004.0,31439.5827304623
DEU,2012.0,43564.1480172353
DEU,2006.0,34261.4736480694
DEU,2003.0,29988.213385509
DEU,2001.0,28541.2438705333
DEU,2015.0,48041.7014141257
DEU,2013.0,45273.1010864482
DEU,1990.0,19421.7661386233
DEU,2e3,27277.1103282831
DEU,2008.0,38028.772143518
DEU,1996.0,24110.8010591348
DEU,2010.0,39263.1877913261
DEU,2007.0,36436.5177697672
DEU,2011.0,42692.5197566424
DEU,1999.0,26360.1471893926
DEU,1991.0,20940.2397714251
DEU,2014.0,47099.7180322536
DEU,1998.0,25366.7887938898
DEU,2009.0,37080.3082546896
DEU,1997.0,24627.3449625717
DJI,2011.0,2782.97129179065
DJI,1992.0,1909.10633043161
DJI,2010.0,2644.62822884592
DJI,1996.0,1654.48628006692
DJI,2001.0,1723.53781184873
DJI,2009.0,2557.63970740253
DJI,1995.0,1725.64709532671
DJI,2006.0,2158.33085867592
DJI,1990.0,2011.66958279446
DJI,2012.0,2932.23334234064
DJI,1994.0,1781.66721343228
DJI,1997.0,1639.94219445407
DJI,1998.0,1629.41511711837
DJI,2007.0,2298.56995873227
DJI,2013.0,3087.00498518895
DJI,2002.0,1768.42811117602
DJI,2005.0,2025.13427013832
DJI,1999.0,1660.91295338901
DJI,1993.0,1790.42486002225
DJI,2008.0,2447.95380751391
DJI,2004.0,1928.3882154296
DJI,1991.0,1916.97978603183
DJI,2e3,1677.66125632834
DJI,2003.0,1833.86381887468
DJI,2014.0,3286.64176651131
DJI,2015.0,3491.38014509001
DNK,2009.0,40195.0246547068
DNK,1995.0,22646.1981775895
DNK,2008.0,41188.4384294929
DNK,2007.0,38962.5862264178
DNK,1994.0,21641.674299291
DNK,1996.0,23712.2338917914
DNK,1998.0,25787.4021352676
DNK,1993.0,20155.4257941123
DNK,2010.0,42790.6801086805
DNK,1997.0,24908.4064767147
DNK,2003.0,30784.4161149968
DNK,1999.0,26653.8293359841
DNK,1992.0,19753.6710256289
DNK,2013.0,46135.128918677
DNK,2006.0,37327.1652153453
DNK,1991.0,18997.9148720939
DNK,2011.0,44080.0195579709
DNK,2e3,28640.062432903
DNK,2001.0,29517.216403631
DNK,2002.0,30640.3450364796
DNK,2005.0,34162.0632522937
DNK,2015.0,48009.0200473764
DNK,2004.0,32914.8901231612
DNK,2014.0,47008.8314898187
DNK,1990.0,18194.2560429298
DNK,2012.0,44511.3300175652
DMA,2004.0,7668.37113442132
DMA,2003.0,7255.77506150702
DMA,1992.0,4715.9109214971
DMA,1991.0,4526.52636473136
DMA,2002.0,6629.94294863474
DMA,2001.0,6660.15257612355
DMA,2010.0,10029.5674834664
DMA,1993.0,4893.62202500327
DMA,2006.0,8346.56693213672
DMA,1994.0,5057.43765888766
DMA,1990.0,4349.39316694951
DMA,1996.0,5520.09069526756
DMA,2011.0,10179.3796378942
DMA,2e3,6479.32659855024
DMA,1995.0,5265.24147139987
DMA,2015.0,10864.5384167666
DMA,2014.0,10992.9718053589
DMA,1999.0,6291.34614000925
DMA,2007.0,9096.81296106062
DMA,2008.0,9923.66926851479
DMA,2005.0,7883.80025983345
DMA,2012.0,10215.4962092813
DMA,2009.0,9866.20055729965
DMA,1997.0,5729.67851745425
DMA,2013.0,10413.9856130365
DMA,1998.0,6120.0583711183
DOM,2009.0,10072.8236322163
DOM,1994.0,4265.18460863834
DOM,1996.0,4838.46248931405
DOM,2008.0,10038.0825417456
DOM,2e3,6312.25919222365
DOM,2007.0,9671.44830394553
DOM,2015.0,14237.0619584336
DOM,1999.0,5933.91429473882
DOM,2010.0,10898.5193877099
DOM,1993.0,4158.2207337715
DOM,2014.0,13313.8399989038
DOM,2004.0,7033.12797009929
DOM,2011.0,11320.8522498071
DOM,1997.0,5227.70421639946
DOM,1998.0,5564.32198615468
DOM,2002.0,6844.5561346219
DOM,2006.0,8788.88662345514
DOM,1992.0,3860.47652718503
DOM,1995.0,4512.23164578179
DOM,1990.0,3404.30264487857
DOM,2003.0,6858.16025398699
DOM,1991.0,3482.00882099877
DOM,2005.0,7816.30426446262
DOM,2001.0,6471.2628086387
DOM,2013.0,12302.0394094778
DOM,2012.0,11702.2469875794
DZA,2007.0,11858.6508431211
DZA,1990.0,6617.72882859636
DZA,1992.0,6706.03098087902
DZA,1991.0,6592.62910796325
DZA,2e3,8093.61135542685
DZA,2010.0,12637.381339375
DZA,2011.0,13026.191661295
DZA,2008.0,12186.1646400386
DZA,1993.0,6575.04504895082
DZA,2005.0,10975.6986903025
DZA,2006.0,11341.0964378131
DZA,1999.0,7727.1891374421
DZA,2014.0,14277.6284858108
DZA,1994.0,6519.38132363974
DZA,1995.0,6778.6491095607
DZA,1996.0,7061.40193338957
DZA,2002.0,8911.55337181384
DZA,2015.0,14717.294835722
DZA,2004.0,10179.0128200641
DZA,2009.0,12267.0033980711
DZA,2001.0,8416.63816250068
DZA,1997.0,7145.64768935915
DZA,1998.0,7479.17983029584
DZA,2012.0,13452.5526105134
DZA,2013.0,13777.777132663
DZA,2003.0,9622.01655161059
ECU,2011.0,9926.95249585147
ECU,1998.0,6079.38854270804
ECU,2012.0,10512.4366955457
ECU,1994.0,5514.17944611333
ECU,1999.0,5768.53565627607
ECU,1997.0,5940.55225103054
ECU,2001.0,6120.93184824907
ECU,2007.0,8366.13013174685
ECU,2008.0,8920.47736400538
ECU,1996.0,5714.02672057537
ECU,2013.0,11037.5123844553
ECU,2015.0,11474.1407727265
ECU,1993.0,5294.74090644608
ECU,2010.0,9163.15790938064
ECU,2e3,5855.63475390995
ECU,1992.0,5187.93413781756
ECU,2006.0,8110.47975384304
ECU,2004.0,7169.97336621095
ECU,1995.0,5633.17589219181
ECU,2014.0,11506.2044038323
ECU,1990.0,4829.4195591217
ECU,1991.0,5083.46902050156
ECU,2009.0,8889.19234856436
ECU,2005.0,7664.28983081384
ECU,2002.0,6360.97067953519
ECU,2003.0,6555.37323506387
EST,2003.0,13063.9216301701
EST,2011.0,24543.0618760505
EST,2009.0,20523.3467561224
EST,2002.0,11590.6013813631
EST,2012.0,26022.465509931
EST,1993.0,
EST,1997.0,7836.59461658314
EST,2010.0,21623.4451075243
EST,2008.0,22664.0385041864
EST,2e3,9414.01321559989
EST,1992.0,
EST,2001.0,10326.4215733715
EST,1999.0,8426.53846687196
EST,1991.0,
EST,2007.0,21955.6569588141
EST,2004.0,14429.6235325704
EST,1990.0,
EST,2006.0,19269.0759286412
EST,1994.0,
EST,1996.0,6825.83813642595
EST,1998.0,8357.092442112
EST,2013.0,27459.3314270756
EST,2014.0,28568.4962841273
EST,1995.0,6279.79032874009
EST,2015.0,28987.7583444688
EST,2005.0,16516.1503251406
EGY,2009.0,9485.18035499043
EGY,2011.0,10071.2052571796
EGY,2012.0,10252.5229815309
EGY,2010.0,9897.74855125737
EGY,2003.0,6563.17106345791
EGY,2013.0,10400.4596674073
EGY,1997.0,5177.11333576834
EGY,2008.0,9159.31537995092
EGY,2007.0,8531.59245528598
EGY,1996.0,4912.97752064628
EGY,2005.0,7297.26576073922
EGY,2002.0,6353.46591656423
EGY,1998.0,5348.06362034946
EGY,1995.0,4681.09822855046
EGY,2014.0,10585.1245571256
EGY,1991.0,3968.99733576154
EGY,2015.0,10913.4331673676
EGY,1999.0,5659.24771987818
EGY,2004.0,6890.97002568685
EGY,2e3,5989.66347992967
EGY,2006.0,7895.79208353603
EGY,1994.0,4465.10599594469
EGY,1993.0,4286.45406280007
EGY,1990.0,3887.24153257776
EGY,2001.0,6227.45084619439
EGY,1992.0,4150.73329991421
ERI,2013.0,
ERI,2e3,1277.34506025173
ERI,2009.0,1282.33384570883
ERI,1990.0,
ERI,1999.0,1329.10410041722
ERI,2012.0,
ERI,1994.0,1081.12372373396
ERI,1996.0,1241.38856798074
ERI,2001.0,1374.24999709687
ERI,1998.0,1345.14625851797
ERI,2007.0,1388.50524954385
ERI,2008.0,1250.46729791456
ERI,2002.0,1386.62587887371
ERI,2014.0,
ERI,2015.0,
ERI,1993.0,872.459433471665
ERI,2005.0,1373.42126976381
ERI,1997.0,1338.25083087561
ERI,1992.0,748.791663389895
ERI,2006.0,1365.03912629744
ERI,2004.0,1337.52079595263
ERI,2010.0,1299.28989642603
ERI,2011.0,1411.15763791112
ERI,2003.0,1327.699789143
ERI,1995.0,1129.39873575837
ERI,1991.0,
ESP,1994.0,15518.8112163365
ESP,1993.0,14912.5510864752
ESP,2002.0,24363.014919004
ESP,2014.0,33822.221543486
ESP,1999.0,19907.1614549856
ESP,2005.0,27702.4643073663
ESP,2001.0,22963.3784180161
ESP,2012.0,32082.2976098665
ESP,2008.0,33463.1144717864
ESP,2015.0,34906.3612737419
ESP,1990.0,13626.4458519977
ESP,2007.0,32584.255376474
ESP,1991.0,14401.769370558
ESP,2003.0,25054.4914933685
ESP,2e3,21517.3296358424
ESP,2013.0,32810.8580041817
ESP,1992.0,14794.308110845
ESP,2004.0,26198.5835963438
ESP,1995.0,16207.6424014907
ESP,1997.0,17856.3669378628
ESP,1998.0,19009.9592660685
ESP,1996.0,16916.966426182
ESP,2006.0,30832.970754158
ESP,2009.0,32423.6017350804
ESP,2011.0,32067.1924473894
ESP,2010.0,31984.1552475027
ETH,1993.0,393.379281411576
ETH,1992.0,351.944412274695
ETH,1995.0,419.646161532685
ETH,2005.0,653.116050603463
ETH,1991.0,390.533475820738
ETH,2015.0,1628.92313215134
ETH,1994.0,400.42560139507
ETH,2007.0,808.518986329786
ETH,2002.0,528.859881970186
ETH,1990.0,421.636804384769
ETH,2014.0,1507.20241847384
ETH,2008.0,889.267964839055
ETH,2003.0,512.875394346413
ETH,1996.0,465.448802099704
ETH,2004.0,581.837068640305
ETH,2001.0,528.081543572876
ETH,2e3,490.727655695023
ETH,1998.0,448.89137006874
ETH,2011.0,1165.21683848196
ETH,2006.0,725.96060232889
ETH,1997.0,473.683582863733
ETH,2012.0,1256.68220812009
ETH,2013.0,1376.76032887146
ETH,2009.0,949.493897250884
ETH,2010.0,1053.79672527899
ETH,1999.0,465.60639970003
FIN,2006.0,34382.795897492
FIN,2013.0,41330.8129652225
FIN,1995.0,19545.0978906759
FIN,1990.0,18148.2854091483
FIN,2004.0,31140.1407327897
FIN,1994.0,18443.074458242
FIN,2003.0,28983.1838806004
FIN,2010.0,38812.3188865779
FIN,2007.0,37688.3519186939
FIN,2008.0,39969.3875987055
FIN,2012.0,40620.176066035
FIN,1999.0,24768.6467026728
FIN,1991.0,17547.1607095942
FIN,1992.0,17253.2689219735
FIN,2015.0,42236.2857105785
FIN,2002.0,28567.1712020759
FIN,1996.0,20058.6836718964
FIN,2005.0,31993.4072568579
FIN,1993.0,17449.3841230046
FIN,2009.0,37868.7234107015
FIN,2001.0,27834.3436883879
FIN,2014.0,41526.2283967305
FIN,2011.0,40683.5275821703
FIN,1998.0,23534.6123259906
FIN,2e3,26732.3060722763
FIN,1997.0,21763.4677603384
FJI,1996.0,4835.58262449683
FJI,1992.0,4065.60605735706
FJI,1998.0,4828.09622526113
FJI,1991.0,3792.63684683482
FJI,2011.0,7486.74844231023
FJI,1993.0,4191.93490266776
FJI,2013.0,8248.5467592948
FJI,2001.0,5498.361895497
FJI,1997.0,4759.30019904711
FJI,2012.0,7707.56274132871
FJI,2006.0,6895.41250380839
FJI,1990.0,3807.74584642341
FJI,2007.0,6956.99652977148
FJI,2008.0,7094.67751541983
FJI,1994.0,4436.94486416819
FJI,1995.0,4583.86043987088
FJI,1999.0,5292.48753218184
FJI,2e3,5289.88152633412
FJI,2002.0,5750.99189450481
FJI,2005.0,6612.72356975206
FJI,2004.0,6388.98614354289
FJI,2015.0,9323.19840832408
FJI,2009.0,6977.90918985521
FJI,2010.0,7203.34899291931
FJI,2014.0,8793.96642045047
FJI,2003.0,5917.54345997129
FSM,2009.0,3140.10038955922
FSM,2004.0,2777.80899336658
FSM,2011.0,3410.28408372232
FSM,1995.0,2322.07449401081
FSM,2010.0,3269.641342827
FSM,1997.0,2169.60120910157
FSM,2008.0,3071.64199531639
FSM,1999.0,2339.29559266904
FSM,1994.0,2154.18007427484
FSM,2002.0,2679.74990347826
FSM,1998.0,2263.60289612246
FSM,2015.0,3496.71522478211
FSM,2012.0,3491.34743635903
FSM,2005.0,2939.53442052188
FSM,2006.0,3039.7208262904
FSM,2007.0,3073.79489877
FSM,1992.0,2003.14891642802
FSM,1993.0,2163.88110885125
FSM,1996.0,2274.27365125501
FSM,2014.0,3347.05218909732
FSM,1990.0,1785.85372967711
FSM,2e3,2510.50515086319
FSM,2001.0,2618.91831182883
FSM,2003.0,2787.44098926455
FSM,2013.0,3414.71696094972
FSM,1991.0,1932.81379370426
FRA,1996.0,21446.3997408508
FRA,1997.0,22345.5850827868
FRA,2e3,26192.6532024335
FRA,2001.0,27679.8583659752
FRA,2008.0,35156.3828412094
FRA,1995.0,20845.7723139623
FRA,2009.0,34767.1542561666
FRA,2010.0,36026.982564473
FRA,1998.0,23454.0563720113
FRA,1999.0,24431.7268482742
FRA,1991.0,18402.6129735228
FRA,2011.0,37457.2842867589
FRA,2002.0,28639.3947556454
FRA,1990.0,17640.6612717007
FRA,2015.0,41016.6515025133
FRA,2006.0,32543.3612624991
FRA,2007.0,34150.6017004862
FRA,1994.0,20075.1818544378
FRA,2003.0,28256.6616717193
FRA,2004.0,29169.4564287581
FRA,1992.0,19028.3545110424
FRA,2012.0,37645.3102785969
FRA,2014.0,40151.8133849079
FRA,2013.0,39539.3923471302
FRA,1993.0,19278.0215060341
FRA,2005.0,30603.4623968601
GAB,1998.0,15942.2222388724
GAB,1995.0,14501.7490277285
GAB,1992.0,12983.5016278471
GAB,1993.0,13458.5042889638
GAB,2004.0,14699.893371138
GAB,1996.0,14911.5751786557
GAB,1999.0,14381.1748547885
GAB,1994.0,13888.0622797604
GAB,2008.0,15310.9890255941
GAB,2009.0,15102.1649035054
GAB,2006.0,14976.1285621503
GAB,2007.0,15884.1750027699
GAB,2015.0,20081.0274949953
GAB,2e3,14090.046627668
GAB,2010.0,16004.0545161551
GAB,1997.0,15631.0953565715
GAB,2003.0,14525.7852032332
GAB,2011.0,17100.7005205501
GAB,2005.0,15418.5728414042
GAB,1990.0,12603.2051835089
GAB,1991.0,13451.6837839565
GAB,2013.0,18805.4939374037
GAB,2001.0,14381.5255599484
GAB,2014.0,19526.5549877211
GAB,2012.0,17919.0644839789
GAB,2002.0,14241.0243718271
GBR,1996.0,21507.4503156342
GBR,1999.0,23975.9731743526
GBR,2e3,26030.7288154422
GBR,1995.0,20182.8181335361
GBR,2006.0,34332.3012070551
GBR,2001.0,27358.971886645
GBR,2012.0,37477.8022932488
GBR,1998.0,23232.2408188194
GBR,2010.0,35740.7372005297
GBR,1997.0,22699.1637651219
GBR,2014.0,40745.1870440294
GBR,2015.0,41755.9385220095
GBR,2002.0,28630.3679604992
GBR,2013.0,39052.0333971002
GBR,1992.0,17454.1128104845
GBR,1993.0,18273.5084128009
GBR,1994.0,19338.1608700388
GBR,2005.0,32274.7637422006
GBR,2003.0,29898.2358949897
GBR,2007.0,35151.3406865372
GBR,2011.0,36456.0021582619
GBR,2009.0,34402.9614641747
GBR,1990.0,16739.1467649314
GBR,1991.0,17049.9559700355
GBR,2004.0,31617.6122824753
GBR,2008.0,36068.0932304
GRD,2008.0,11640.4165115578
GRD,1999.0,7355.20886957412
GRD,2e3,7649.96963976194
GRD,2001.0,7648.71243333686
GRD,2007.0,11347.0239513504
GRD,1995.0,5484.78997036166
GRD,2009.0,10914.8582820379
GRD,1991.0,5107.30787798576
GRD,1998.0,6590.46296992184
GRD,2012.0,11252.5568168313
GRD,2010.0,10951.8841081545
GRD,2011.0,11221.3623353168
GRD,1990.0,4840.28550540453
GRD,1994.0,5286.30865044944
GRD,2002.0,8013.32839432602
GRD,1992.0,5168.27487301156
GRD,1993.0,5093.87208202374
GRD,2004.0,9083.55511765802
GRD,2006.0,10445.5187785766
GRD,1996.0,5780.21336768742
GRD,1997.0,6130.09396109467
GRD,2014.0,12684.1967477716
GRD,2005.0,10589.962449332
GRD,2013.0,11656.1778691733
GRD,2003.0,8922.93665199716
GRD,2015.0,13558.5452183189
GEO,2010.0,6597.5685567345
GEO,1996.0,1945.33533604973
GEO,1999.0,2467.86521669245
GEO,1997.0,2227.53890091842
GEO,2002.0,3015.44772322732
GEO,1998.0,2344.54674370546
GEO,2007.0,5833.18378248761
GEO,2e3,2590.31856828509
GEO,2009.0,6054.18918025573
GEO,2006.0,4991.61790909823
GEO,2012.0,8026.50712956533
GEO,2008.0,6163.75792264895
GEO,2014.0,9216.32482918236
GEO,1995.0,1675.2508754867
GEO,2003.0,3460.15084738092
GEO,2013.0,8541.81219639768
GEO,2004.0,3813.18931396554
GEO,2001.0,2796.85579565733
GEO,1992.0,2345.68749676321
GEO,1991.0,4194.6275125058
GEO,1993.0,1684.85970238017
GEO,1994.0,1557.45939032875
GEO,2015.0,9599.48220446934
GEO,1990.0,5181.45078019479
GEO,2005.0,4370.33861335034
GEO,2011.0,7315.0908976643
GHA,2e3,1801.41460919715
GHA,2001.0,1869.60584116265
GHA,1990.0,1240.69873117891
